Player,Pos,Min,Gls,Ast,xG,npxG,xA,Sh,SoT,Fls,Fld,Crs,TklW,Int,CrdY,CrdR,year,fantasy_points,Position Group,League
Andreas Pereira,RW,68.0,0,0,0.1,0.1,0.0,1,1,0,2,0,1,0,0,0,2019,3.5,Forward,PL
Jesse Lingard,RW,22.0,0,0,0.1,0.1,0.0,2,0,1,0,0,0,0,0,0,2019,1.0,Forward,PL
Mason Greenwood,RW,8.0,0,0,0.0,0.0,0.0,1,1,0,0,2,0,0,0,0,2019,3.0,Forward,PL
Sergio Agüero,FW,90.0,2,1,0.4,0.4,0.3,5,2,0,1,0,0,1,0,0,2019,32.0,Forward,PL
Raheem Sterling,LW,90.0,0,0,0.0,0.0,0.5,0,0,1,0,1,2,0,0,0,2019,1.0,Forward,PL
Riyad Mahrez,RW,90.0,0,0,0.1,0.1,0.3,2,2,0,2,3,0,2,0,0,2019,6.0,Forward,PL
Neal Maupay,FW,66.0,0,0,0.1,0.1,0.4,1,0,0,1,0,0,0,0,0,2019,1.5,Forward,PL
Aaron Connolly,FW,24.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Leandro Trossard,LW,74.0,0,0,0.4,0.4,0.0,4,2,1,0,2,2,0,0,0,2019,6.0,Forward,PL
Pascal Groß,RW,16.0,0,0,0.0,0.0,0.0,0,0,1,1,3,0,0,0,0,2019,0.0,Forward,PL
Solly March,RW,90.0,0,0,0.0,0.0,0.0,1,0,0,1,2,0,1,0,0,2019,2.0,Forward,PL
Glenn Murray,LW,23.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Sébastien Haller,FW,90.0,1,0,0.7,0.7,0.0,4,2,1,1,0,2,0,0,0,2019,16.0,Forward,PL
Teemu Pukki,FW,90.0,0,0,0.1,0.1,0.0,2,2,1,0,0,1,0,0,0,2019,4.5,Forward,PL
Todd Cantwell,LW,78.0,0,0,0.8,0.8,0.0,2,0,1,4,0,1,0,0,0,2019,1.5,Forward,PL
Kenny McLean,LW,12.0,0,0,0.0,0.0,0.3,0,0,0,1,3,0,0,0,0,2019,1.0,Forward,PL
Emi Buendía,RW,90.0,0,0,0.0,0.0,0.0,0,0,1,0,5,0,1,0,0,2019,0.5,Forward,PL
Jamie Vardy,FW,90.0,2,1,0.5,0.5,0.7,3,3,1,0,3,0,0,0,0,2019,31.0,Forward,PL
Callum Wilson,FW,90.0,1,0,0.3,0.3,0.2,1,1,3,1,1,0,1,1,0,2019,8.5,Forward,PL
Joshua King,FW,79.0,0,0,0.0,0.0,0.1,0,0,2,1,0,1,0,0,0,2019,-0.5,Forward,PL
Dominic Solanke,FW,26.0,0,0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,2019,3.5,Forward,PL
Joelinton,FW,90.0,0,0,0.1,0.1,0.1,2,0,1,1,0,0,1,0,0,2019,1.5,Forward,PL
Andre Gray,FW,82.0,0,0,0.1,0.1,0.0,1,0,1,0,1,1,0,0,0,2019,1.0,Forward,PL
Gerard Deulofeu,FW,8.0,0,0,0.0,0.0,0.0,0,0,0,0,2,1,0,0,0,2019,1.5,Forward,PL
Tammy Abraham,FW,84.0,2,0,0.9,0.9,0.6,4,3,0,1,0,0,0,0,0,2019,27.5,Forward,PL
Mason Mount,LW,90.0,0,0,0.1,0.1,0.0,2,0,2,1,3,0,1,0,0,2019,0.5,Forward,PL
Christian Pulisic,RW,90.0,0,0,0.5,0.5,0.0,1,1,0,2,0,3,1,0,0,2019,5.0,Forward,PL
Michy Batshuayi,FW,7.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Willian,LW,30.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2019,1.0,Forward,PL
Oliver McBurnie,FW,63.0,0,0,0.0,0.0,0.1,0,0,1,0,0,1,1,1,0,2019,-1.0,Forward,PL
David McGoldrick,FW,27.0,0,0,0.0,0.0,0.0,0,0,3,0,0,0,0,0,0,2019,-2.0,Forward,PL
Callum Robinson,FW,90.0,1,0,0.8,0.8,0.0,4,1,1,0,2,0,1,0,0,2019,14.0,Forward,PL
Lys Mousset,RW,11.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,2019,1.5,Forward,PL
Ben Osborn,LW,6.0,0,0,0.0,0.0,0.1,0,0,0,1,0,2,0,0,0,2019,2.0,Forward,PL
Jordan Ayew,FW,86.0,1,0,0.2,0.2,0.1,3,1,1,0,0,1,0,0,0,2019,13.5,Forward,PL
Christian Benteke,FW,4.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,2019,1.5,Forward,PL
Jeffrey Schlupp,LW,84.0,0,0,0.1,0.1,0.4,3,1,1,6,2,1,0,0,0,2019,3.5,Forward,PL
Andros Townsend,LW,6.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,2019,2.0,Forward,PL
Wilfried Zaha,RW,90.0,0,0,0.1,0.1,0.0,2,0,4,3,3,0,1,0,0,2019,-1.5,Forward,PL
Wesley Moraes,FW,85.0,0,0,0.1,0.1,0.0,2,1,1,0,0,1,1,0,0,2019,3.5,Forward,PL
Henri Lansbury,FW,5.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2019,0.0,Forward,PL
Trézéguet,LW,53.0,0,0,0.1,0.1,0.0,3,1,3,2,0,1,0,2,1,2019,-7.5,Forward,PL
Jota,RW,59.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,2019,0.0,Forward,PL
Keinan Davis,RW,31.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,2019,1.5,Forward,PL
Chris Wood,FW,90.0,0,0,0.1,0.1,0.0,1,1,1,1,0,0,0,0,0,2019,2.0,Forward,PL
Ashley Barnes,FW,73.0,0,0,0.1,0.1,0.0,2,0,3,4,0,0,0,0,0,2019,-1.0,Forward,PL
Jay Rodriguez,FW,17.0,0,0,0.2,0.2,0.0,1,1,0,0,0,0,0,0,0,2019,3.0,Forward,PL
Roberto Firmino,FW,85.0,1,1,0.3,0.3,0.4,5,1,3,1,0,1,0,0,0,2019,17.5,Forward,PL
Xherdan Shaqiri,RW,5.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,2019,1.5,Forward,PL
Sadio Mané,LW,85.0,1,0,0.4,0.4,0.0,2,1,0,1,0,1,3,0,0,2019,15.5,Forward,PL
Divock Origi,LW,5.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,2019,0.0,Forward,PL
Mohamed Salah,RW,90.0,0,1,0.2,0.2,0.1,3,2,2,0,2,0,0,0,0,2019,8.5,Forward,PL
Moise Kean,FW,76.0,0,1,0.1,0.1,0.0,2,0,1,1,0,2,1,0,0,2019,7.5,Forward,PL
Dominic Calvert-Lewin,FW,14.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,2019,1.5,Forward,PL
Alex Iwobi,LW,76.0,1,0,0.3,0.3,0.1,1,1,0,0,2,2,0,0,0,2019,14.0,Forward,PL
Bernard,LW,14.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2019,1.0,Forward,PL
Richarlison,RW,90.0,2,0,0.3,0.3,0.0,3,3,1,5,3,1,1,0,0,2019,27.0,Forward,PL
Raúl Jiménez,FW,90.0,1,0,0.3,0.3,0.0,2,2,0,2,0,0,1,1,0,2019,13.5,Forward,PL
Patrick Cutrone,FW,68.0,0,0,0.3,0.3,0.0,3,1,1,4,3,0,0,0,0,2019,3.0,Forward,PL
Diogo Jota,FW,22.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,2019,1.0,Forward,PL
Alexandre Lacazette,FW,67.0,1,0,0.5,0.5,0.0,6,3,2,2,0,0,0,1,0,2019,14.5,Forward,PL
Henrikh Mkhitaryan,LW,23.0,0,0,0.1,0.1,0.1,1,0,1,0,0,0,0,0,0,2019,0.5,Forward,PL
Pierre-Emerick Aubameyang,LW,90.0,1,0,0.5,0.5,0.2,4,1,0,1,5,1,1,0,0,2019,15.5,Forward,PL
Nicolas Pépé,RW,90.0,0,1,0.6,0.6,0.4,7,1,1,0,8,1,0,0,0,2019,10.5,Forward,PL
Harry Kane,FW,90.0,1,0,0.8,0.1,0.1,2,1,4,3,0,0,0,0,0,2019,9.5,Forward,PL
Son Heung-min,LW,79.0,0,0,0.1,0.1,0.2,2,2,1,2,1,0,0,0,0,2019,4.0,Forward,PL
Giovani Lo Celso,RW,11.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,2019,0.0,Forward,PL
Érik Lamela,RW,60.0,0,0,0.2,0.2,0.1,1,1,1,1,2,0,0,1,0,2019,0.0,Forward,PL
Sadio Mané,LW,90.0,2,0,1.1,1.1,0.2,4,2,2,1,3,0,1,0,0,2019,24.5,Forward,PL
Divock Origi,LW,37.0,0,0,0.1,0.1,0.0,1,0,0,0,3,0,0,0,0,2019,1.5,Forward,PL
Roberto Firmino,FW,53.0,0,1,0.1,0.1,0.8,2,1,0,0,0,1,0,0,0,2019,9.0,Forward,PL
Mohamed Salah,RW,90.0,1,0,0.4,0.4,0.0,3,1,1,0,5,2,0,0,0,2019,14.0,Forward,PL
Joelinton,FW,90.0,0,0,0.1,0.1,0.1,1,0,0,0,0,0,1,0,0,2019,2.0,Forward,PL
Christian Atsu,LW,90.0,0,1,0.0,0.0,0.2,0,0,1,0,2,3,1,0,0,2019,7.0,Forward,PL
Miguel Almirón,RW,67.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,2019,2.0,Forward,PL
Yoshinori Mutō,RW,23.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Neal Maupay,FW,84.0,1,0,0.1,0.1,0.0,2,2,2,1,0,0,0,0,0,2019,13.0,Forward,PL
Aaron Connolly,FW,6.0,0,0,0.1,0.1,0.0,2,1,0,0,0,0,0,0,0,2019,3.5,Forward,PL
Glenn Murray,LW,80.0,0,0,0.2,0.2,0.1,3,1,3,2,1,0,0,0,0,2019,1.0,Forward,PL
Aaron Mooy,LW,10.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2019,1.0,Forward,PL
Pascal Groß,RW,90.0,0,0,0.1,0.1,0.4,2,0,0,0,5,2,0,0,0,2019,3.0,Forward,PL
Chris Wood,FW,66.0,0,0,0.4,0.4,0.0,1,0,0,0,0,0,0,0,0,2019,1.5,Forward,PL
Jay Rodriguez,FW,24.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2019,0.0,Forward,PL
Ashley Barnes,FW,90.0,0,0,0.0,0.0,0.0,1,0,1,4,1,0,0,0,0,2019,0.5,Forward,PL
Oliver McBurnie,FW,65.0,0,0,0.0,0.0,0.3,0,0,2,0,1,1,0,0,0,2019,-0.5,Forward,PL
Billy Sharp,FW,19.0,0,0,0.0,0.0,0.7,0,0,2,0,0,0,0,0,1,2019,-6.0,Forward,PL
David McGoldrick,FW,90.0,0,0,0.9,0.9,0.0,6,3,1,1,1,1,0,0,0,2019,8.0,Forward,PL
Lys Mousset,FW,18.0,0,0,0.1,0.1,0.0,2,0,0,0,0,0,0,0,0,2019,2.0,Forward,PL
Che Adams,FW,90.0,0,0,0.2,0.2,0.0,4,2,2,0,2,0,0,0,0,2019,4.0,Forward,PL
Diogo Jota,FW,90.0,0,0,0.0,0.0,0.8,1,0,0,4,1,0,1,0,0,2019,2.0,Forward,PL
Raúl Jiménez,FW,70.0,0,0,0.2,0.2,0.0,2,0,0,1,2,0,1,0,0,2019,2.5,Forward,PL
Morgan Gibbs-White,FW,20.0,0,0,0.0,0.0,0.1,0,0,0,0,1,0,0,0,0,2019,1.0,Forward,PL
Patrick Cutrone,FW,45.0,1,0,1.3,1.3,0.0,3,1,0,1,0,1,1,0,0,2019,15.0,Forward,PL
Tammy Abraham,FW,77.0,3,0,0.6,0.6,0.0,4,3,3,1,0,0,0,1,0,2019,32.5,Forward,PL
Michy Batshuayi,FW,13.0,0,1,0.7,0.7,0.1,4,1,0,0,0,0,0,0,0,2019,9.5,Forward,PL
Marcus Rashford,FW,90.0,1,0,0.8,0.0,0.0,1,0,1,3,0,0,0,0,0,2019,10.5,Forward,PL
Daniel James,LW,90.0,0,0,0.1,0.1,0.0,2,0,1,1,4,0,0,1,0,2019,-1.0,Forward,PL
Andreas Pereira,RW,90.0,0,0,0.1,0.1,0.0,3,2,3,3,0,2,1,0,0,2019,4.0,Forward,PL
Tahith Chong,LW,20.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Jamie Vardy,FW,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,2019,0.5,Forward,PL
Ayoze Pérez,RW,33.0,0,0,0.0,0.0,0.0,0,0,1,0,2,1,1,0,0,2019,1.0,Forward,PL
Harvey Barnes,LW,22.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,2019,1.5,Forward,PL
Harry Kane,FW,85.0,0,1,0.0,0.0,0.2,1,0,1,1,1,0,1,0,0,2019,6.0,Forward,PL
Lucas Moura,FW,5.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,2019,1.0,Forward,PL
Son Heung-min,FW,90.0,2,0,0.4,0.4,0.0,6,3,1,0,0,1,1,0,0,2019,28.5,Forward,PL
Jordan Ayew,FW,71.0,0,0,0.2,0.2,0.1,2,2,2,4,0,0,0,1,0,2019,1.0,Forward,PL
Christian Benteke,FW,19.0,0,0,0.2,0.2,0.1,2,1,1,0,0,0,0,0,0,2019,2.5,Forward,PL
Teemu Pukki,FW,90.0,1,1,0.6,0.6,0.9,3,1,1,1,0,0,0,0,0,2019,18.0,Forward,PL
Todd Cantwell,LW,90.0,1,0,0.9,0.9,0.1,1,1,1,0,0,1,1,1,0,2019,11.0,Forward,PL
Emi Buendía,RW,83.0,0,2,0.0,0.0,0.6,1,0,2,1,5,4,0,0,0,2019,11.5,Forward,PL
Josip Drmić,RW,7.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Sergio Agüero,FW,90.0,1,0,1.1,1.1,0.1,6,2,0,1,0,0,0,0,0,2019,17.0,Forward,PL
Raheem Sterling,LW,90.0,0,0,0.3,0.3,0.9,6,1,0,1,7,0,0,0,0,2019,5.5,Forward,PL
Bernardo Silva,RW,73.0,0,1,0.1,0.1,0.2,2,0,1,1,8,1,2,1,0,2019,5.5,Forward,PL
Gabriel Jesus,FW,33.0,0,1,0.3,0.3,0.0,4,1,0,0,0,0,1,0,0,2019,10.0,Forward,PL
Callum Wilson,FW,90.0,2,0,0.7,0.7,0.0,2,2,2,0,0,0,1,0,0,2019,23.5,Forward,PL
Dominic Solanke,FW,90.0,0,0,0.1,0.1,0.0,3,1,0,1,0,0,0,0,0,2019,4.0,Forward,PL
Dominic Calvert-Lewin,FW,71.0,1,0,0.5,0.5,0.0,3,2,3,0,1,1,0,0,0,2019,13.0,Forward,PL
Bernard,LW,19.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,2019,1.5,Forward,PL
Alex Iwobi,LW,90.0,0,0,0.4,0.4,0.0,3,1,0,0,1,1,0,0,0,2019,4.5,Forward,PL
Richarlison,RW,81.0,0,1,0.2,0.2,0.5,4,0,1,0,1,2,0,1,0,2019,6.0,Forward,PL
Theo Walcott,RW,9.0,0,0,0.1,0.1,0.0,1,1,0,0,0,0,0,0,0,2019,3.0,Forward,PL
Moise Kean,FW,19.0,0,0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,0,2019,0.0,Forward,PL
Andre Gray,FW,54.0,0,0,0.1,0.1,0.0,1,0,1,0,0,0,0,0,0,2019,0.5,Forward,PL
Ismaila Sarr,FW,36.0,0,0,0.2,0.2,0.3,2,0,0,0,2,0,0,0,0,2019,2.0,Forward,PL
Gerard Deulofeu,LW,90.0,0,1,0.3,0.3,0.6,7,4,2,0,4,4,2,0,0,2019,16.5,Forward,PL
Will Hughes,RW,63.0,0,0,0.1,0.1,0.1,2,0,0,2,1,0,0,0,0,2019,2.0,Forward,PL
Roberto Pereyra,RW,27.0,1,0,0.8,0.1,0.0,1,0,1,1,1,0,0,0,0,2019,10.5,Forward,PL
Pierre-Emerick Aubameyang,FW,90.0,2,0,0.8,0.8,0.0,3,2,0,0,0,1,1,0,0,2019,26.5,Forward,PL
Nicolas Pépé,FW,90.0,0,0,0.0,0.0,0.1,1,0,0,1,0,1,1,0,0,2019,2.5,Forward,PL
Reiss Nelson,LW,19.0,0,0,0.1,0.1,0.0,1,1,0,0,0,1,0,0,0,2019,3.5,Forward,PL
Wesley Moraes,FW,90.0,0,0,0.2,0.2,0.0,2,1,2,2,1,1,0,0,0,2019,2.0,Forward,PL
Anwar El Ghazi,LW,90.0,0,0,0.1,0.1,0.2,1,1,0,1,5,1,1,0,0,2019,4.0,Forward,PL
Jota,RW,66.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,2019,2.0,Forward,PL
Ahmed Elmohamady,RW,24.0,0,0,0.0,0.0,0.0,0,0,1,1,4,1,0,0,0,2019,0.5,Forward,PL
Keinan Davis,RW,5.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,2019,1.5,Forward,PL
Sébastien Haller,FW,90.0,0,0,0.1,0.1,0.2,2,0,1,2,1,1,0,0,0,2019,1.5,Forward,PL
Che Adams,FW,77.0,0,0,0.0,0.0,0.1,1,0,0,1,1,0,0,0,0,2019,1.5,Forward,PL
Danny Ings,FW,13.0,0,0,0.3,0.3,0.2,4,0,0,0,0,0,0,0,0,2019,3.0,Forward,PL
Nathan Redmond,FW,88.0,0,0,0.1,0.1,0.1,3,1,2,0,1,2,0,0,0,2019,3.0,Forward,PL
Stuart Armstrong,RW,2.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2019,1.0,Forward,PL
Dominic Solanke,FW,77.0,0,0,0.0,0.0,0.1,0,0,1,2,0,0,2,0,0,2019,1.0,Forward,PL
Lewis Cook,FW,13.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Callum Wilson,FW,90.0,1,0,0.9,0.9,0.0,1,1,3,0,3,1,0,0,0,2019,10.5,Forward,PL
Jamie Vardy,FW,90.0,0,0,0.3,0.3,0.0,3,1,1,0,2,0,0,0,0,2019,3.0,Forward,PL
Demarai Gray,FW,8.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,2019,-1.5,Forward,PL
Son Heung-min,FW,90.0,0,1,0.3,0.3,0.7,3,1,0,0,1,0,0,0,0,2019,9.0,Forward,PL
Harry Kane,FW,90.0,1,0,0.9,0.9,0.0,6,4,0,2,0,0,1,0,0,2019,20.5,Forward,PL
Ashley Barnes,FW,79.0,0,0,0.3,0.3,0.0,5,1,2,0,1,0,1,0,0,2019,3.5,Forward,PL
Jay Rodriguez,FW,11.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,2019,1.0,Forward,PL
Chris Wood,FW,90.0,2,0,0.9,0.9,0.1,4,3,1,2,0,0,0,0,0,2019,26.5,Forward,PL
Teemu Pukki,FW,90.0,0,0,0.3,0.3,0.0,4,2,2,0,0,1,0,0,0,2019,4.5,Forward,PL
Todd Cantwell,LW,90.0,0,0,0.2,0.2,0.0,2,0,0,2,1,2,0,0,0,2019,3.0,Forward,PL
Emi Buendía,RW,90.0,0,0,0.1,0.1,0.0,2,0,0,1,4,0,0,0,0,2019,2.0,Forward,PL
Moise Kean,FW,90.0,0,0,0.5,0.5,0.1,5,1,5,0,2,0,0,0,0,2019,0.0,Forward,PL
Bernard,LW,55.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,2019,-1.0,Forward,PL
Cenk Tosun,FW,35.0,0,0,0.1,0.1,0.0,1,0,0,0,0,0,0,0,0,2019,1.5,Forward,PL
Richarlison,RW,90.0,0,0,0.3,0.3,0.2,4,1,0,2,5,0,0,0,0,2019,4.5,Forward,PL
Callum Robinson,FW,62.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,2019,1.0,Forward,PL
Lys Mousset,FW,28.0,1,0,0.2,0.2,0.0,1,1,2,0,0,0,0,0,0,2019,11.0,Forward,PL
Oliver McBurnie,FW,83.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,2019,0.5,Forward,PL
Sergio Agüero,FW,90.0,1,1,2.1,1.4,1.3,6,1,0,0,1,2,1,0,0,2019,22.0,Forward,PL
Bernardo Silva,LW,90.0,3,0,1.4,1.4,0.3,5,4,2,1,3,2,0,1,0,2019,36.5,Forward,PL
Riyad Mahrez,RW,90.0,1,1,0.3,0.3,0.3,4,2,0,2,3,1,0,0,0,2019,21.5,Forward,PL
Gerard Deulofeu,FW,77.0,0,0,0.3,0.3,0.0,3,3,0,0,4,0,2,1,0,2019,6.0,Forward,PL
Andre Gray,FW,13.0,0,0,0.1,0.1,0.0,1,1,0,1,0,0,0,0,0,2019,3.0,Forward,PL
Joelinton,FW,90.0,0,0,0.2,0.2,0.2,3,0,2,1,0,1,1,0,0,2019,1.5,Forward,PL
Christian Atsu,LW,90.0,0,0,0.1,0.1,0.0,1,0,1,0,2,2,0,1,0,2019,-0.5,Forward,PL
Miguel Almirón,RW,73.0,0,0,0.4,0.4,0.0,2,2,0,2,0,2,1,0,0,2019,6.5,Forward,PL
Allan Saint-Maximin,LW,17.0,0,0,0.0,0.0,0.1,1,1,0,2,4,0,0,0,0,2019,3.0,Forward,PL
Neal Maupay,FW,82.0,0,0,0.6,0.6,0.0,7,1,0,0,0,0,0,0,0,2019,6.0,Forward,PL
Yves Bissouma,RW,8.0,0,0,0.0,0.0,0.0,1,1,0,0,2,0,0,0,0,2019,3.0,Forward,PL
Aaron Mooy,LW,70.0,0,0,0.1,0.1,0.0,2,0,0,0,1,1,1,0,0,2019,3.0,Forward,PL
Aaron Connolly,LW,20.0,0,0,0.2,0.2,0.0,1,0,0,4,1,1,0,0,0,2019,2.0,Forward,PL
Pascal Groß,RW,81.0,0,0,0.0,0.0,0.3,2,0,1,0,6,0,0,0,0,2019,1.0,Forward,PL
Jordan Ayew,FW,69.0,0,0,0.0,0.0,0.0,1,1,1,1,0,0,0,1,0,2019,0.0,Forward,PL
Christian Benteke,FW,21.0,0,0,0.1,0.1,0.4,1,1,0,0,0,0,0,0,0,2019,3.0,Forward,PL
Raúl Jiménez,FW,76.0,0,0,0.1,0.1,0.3,2,1,0,0,0,1,0,0,0,2019,4.0,Forward,PL
Patrick Cutrone,FW,14.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Diogo Jota,LW,90.0,1,0,0.4,0.4,0.0,4,2,2,1,1,2,0,0,0,2019,15.0,Forward,PL
Adama Traoré,RW,90.0,0,1,0.1,0.1,0.4,3,0,0,2,9,0,1,0,0,2019,8.0,Forward,PL
Pedro Neto,RW,25.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,2019,1.5,Forward,PL
Sébastien Haller,FW,90.0,0,0,0.1,0.1,0.0,1,0,0,1,0,1,1,0,0,2019,2.5,Forward,PL
Marcus Rashford,FW,61.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2019,1.0,Forward,PL
Jesse Lingard,FW,29.0,0,0,0.1,0.1,0.0,1,0,0,0,0,0,0,0,0,2019,1.5,Forward,PL
Daniel James,LW,90.0,0,0,0.1,0.1,0.0,1,0,1,2,4,0,0,0,0,2019,0.5,Forward,PL
Andreas Pereira,RW,90.0,0,0,0.0,0.0,0.7,2,0,0,2,2,1,0,0,0,2019,2.5,Forward,PL
Tammy Abraham,FW,77.0,0,0,0.7,0.7,0.0,3,1,0,1,0,0,1,0,0,2019,4.5,Forward,PL
Michy Batshuayi,FW,13.0,0,0,0.2,0.2,0.0,2,0,0,1,0,0,0,0,0,2019,2.0,Forward,PL
Mason Mount,LW,90.0,0,0,0.1,0.1,0.1,1,0,2,0,5,2,0,0,0,2019,0.5,Forward,PL
Willian,RW,90.0,0,0,0.0,0.0,0.0,1,0,0,3,4,1,0,0,0,2019,2.0,Forward,PL
Roberto Firmino,FW,90.0,1,0,0.3,0.3,0.1,2,2,2,1,0,0,0,0,0,2019,13.0,Forward,PL
Sadio Mané,LW,71.0,0,0,0.2,0.2,0.0,1,0,0,1,0,2,2,0,0,2019,3.5,Forward,PL
Mohamed Salah,RW,90.0,0,1,0.1,0.1,0.2,1,0,2,0,0,0,0,0,0,2019,4.5,Forward,PL
Adam Lallana,LW,6.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Pierre-Emerick Aubameyang,FW,90.0,1,0,0.6,0.6,0.0,4,2,3,1,3,1,0,1,0,2019,11.5,Forward,PL
Bukayo Saka,LW,45.0,0,0,0.0,0.0,0.1,1,0,1,0,1,1,0,0,0,2019,1.0,Forward,PL
Nicolas Pépé,RW,90.0,1,0,0.9,0.2,0.2,4,1,0,1,5,0,1,1,0,2019,13.0,Forward,PL
Wesley Moraes,FW,90.0,1,0,0.2,0.2,0.0,2,2,4,0,0,2,0,0,0,2019,12.0,Forward,PL
Anwar El Ghazi,LW,86.0,0,1,0.0,0.0,0.5,1,1,0,1,6,1,1,0,0,2019,9.0,Forward,PL
Henri Lansbury,LW,4.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Trézéguet,RW,68.0,0,0,0.1,0.1,0.1,2,1,1,1,3,2,2,0,0,2019,4.5,Forward,PL
Ahmed Elmohamady,RW,22.0,0,0,0.0,0.0,0.1,0,0,1,0,1,0,0,0,0,2019,0.0,Forward,PL
Oliver McBurnie,FW,90.0,0,0,0.4,0.4,0.0,4,1,0,0,0,1,0,0,0,2019,5.0,Forward,PL
Callum Robinson,FW,60.0,0,0,0.2,0.2,0.0,2,0,0,0,1,0,0,0,0,2019,2.0,Forward,PL
Lys Mousset,FW,30.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2019,0.0,Forward,PL
Roberto Firmino,FW,87.0,0,0,0.0,0.0,0.4,0,0,1,2,0,0,0,0,0,2019,0.0,Forward,PL
Sadio Mané,LW,90.0,0,0,0.8,0.8,0.0,4,1,2,2,2,0,0,0,0,2019,2.5,Forward,PL
Mohamed Salah,RW,90.0,0,0,0.5,0.5,0.0,4,2,0,1,2,1,0,0,0,2019,6.5,Forward,PL
Divock Origi,LW,26.0,0,0,0.0,0.0,0.0,1,0,0,0,2,1,0,0,0,2019,2.0,Forward,PL
Jordan Ayew,FW,90.0,0,0,0.1,0.1,0.1,3,1,4,1,0,0,0,1,0,2019,-2.0,Forward,PL
Teemu Pukki,FW,90.0,0,0,0.1,0.1,0.2,1,1,1,1,0,0,0,0,0,2019,2.0,Forward,PL
Todd Cantwell,LW,81.0,0,0,0.2,0.2,0.0,2,1,3,2,0,0,1,0,0,2019,1.0,Forward,PL
Patrick Roberts,LW,9.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,2019,1.0,Forward,PL
Emi Buendía,RW,90.0,0,0,0.1,0.1,0.1,2,1,1,2,7,3,1,0,0,2019,4.5,Forward,PL
Tammy Abraham,FW,84.0,0,0,0.9,0.9,0.1,5,3,0,2,1,1,0,0,0,2019,8.5,Forward,PL
Michy Batshuayi,FW,6.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,2019,1.5,Forward,PL
Willian,LW,90.0,1,0,0.2,0.2,0.0,6,2,0,1,4,1,1,0,0,2019,18.0,Forward,PL
