,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
475,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,24,1992,31,31,2790,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.8,0.03,0.03,0.05,0.03,0.05,Matches
476,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,23,1993,11,10,950,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.03,0.03,0.00,0.03,Matches
477,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,28,1989,28,27,2387,3,0,0,0,8,0,0.11,0.00,0.11,0.11,0.11,2.3,2.3,0.2,0.09,0.01,0.10,0.09,0.10,Matches
478,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,26,1991,14,12,986,5,0,0,0,0,0,0.46,0.00,0.46,0.46,0.46,2.4,2.4,1.1,0.22,0.10,0.32,0.22,0.32,Matches
479,Yaya Touré\Yaya-Toure,ci CIV,MF,Manchester City,34,1983,10,1,236,0,2,0,0,1,0,0.00,0.76,0.76,0.00,0.76,0.3,0.3,0.9,0.11,0.36,0.46,0.11,0.46,Matches
480,Andros Townsend\Andros-Townsend,eng ENG,FWMF,Crystal Palace,26,1991,36,35,3120,2,7,0,0,3,0,0.06,0.20,0.26,0.06,0.26,3.2,3.2,5.7,0.09,0.16,0.26,0.09,0.26,Matches
481,Kieran Trippier\Kieran-Trippier,eng ENG,DFMF,Tottenham,26,1990,24,21,1914,0,5,0,0,1,0,0.00,0.24,0.24,0.00,0.24,0.2,0.2,3.0,0.01,0.14,0.15,0.01,0.15,Matches
482,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,FW,Manchester Utd,19,1997,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,,,,,,Matches
483,Josh Tymon\Josh-Tymon,eng ENG,DF,Stoke City,18,1999,3,2,163,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
484,Leonardo Ulloa\Leonardo-Ulloa,ar ARG,FW,Leicester City,31,1986,4,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.18,0.00,0.18,0.18,0.18,Matches
485,Leonardo Ulloa\Leonardo-Ulloa,ar ARG,FW,Brighton,31,1986,10,2,267,1,0,0,0,0,0,0.34,0.00,0.34,0.34,0.34,0.4,0.4,0.2,0.14,0.07,0.21,0.14,0.21,Matches
486,Antonio Valencia\Antonio-Valencia,ec ECU,DF,Manchester Utd,31,1985,31,31,2740,3,1,0,0,7,0,0.10,0.03,0.13,0.10,0.13,0.6,0.6,1.6,0.02,0.05,0.07,0.02,0.07,Matches
487,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,30,1987,37,37,3247,20,1,5,6,3,0,0.55,0.03,0.58,0.42,0.44,15.6,11.0,2.4,0.43,0.07,0.50,0.30,0.37,Matches
488,Jan Vertonghen\Jan-Vertonghen,be BEL,DF,Tottenham,30,1987,36,36,3203,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,1.2,0.03,0.03,0.06,0.03,0.06,Matches
489,Nikola Vlašić\Nikola-Vlasic,hr CRO,MFFW,Everton,19,1997,12,7,576,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,0.06,0.09,0.15,0.06,0.15,Matches
490,Sam Vokes\Sam-Vokes,wal WAL,FW,Burnley,27,1989,30,7,998,4,1,0,0,3,0,0.36,0.09,0.45,0.36,0.45,3.6,3.6,0.6,0.33,0.06,0.39,0.33,0.39,Matches
491,Michel Vorm\Michel-Vorm,nl NED,GK,Tottenham,33,1983,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
492,Molla Wagué\Molla-Wague,ml MLI,DF,Watford,26,1991,6,5,438,1,0,0,0,0,0,0.21,0.00,0.21,0.21,0.21,0.6,0.6,0.0,0.13,0.00,0.13,0.13,0.13,Matches
493,Theo Walcott\Theo-Walcott,eng ENG,FWMF,Everton,28,1989,14,13,1152,3,3,0,0,2,0,0.23,0.23,0.47,0.23,0.47,3.0,3.0,1.6,0.23,0.12,0.36,0.23,0.36,Matches
494,Theo Walcott\Theo-Walcott,eng ENG,MFFW,Arsenal,28,1989,6,0,69,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
495,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,27,1990,32,32,2785,0,6,0,0,3,2,0.00,0.19,0.19,0.00,0.19,0.7,0.7,4.7,0.02,0.15,0.17,0.02,0.17,Matches
496,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Tottenham,20,1997,3,2,189,0,2,0,0,0,0,0.00,0.95,0.95,0.00,0.95,0.0,0.0,1.4,0.00,0.65,0.65,0.00,0.65,Matches
497,Jonathan Walters\Jonathan-Walters,ie IRL,FW,Burnley,33,1983,3,0,39,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.40,0.00,0.40,0.40,0.40,Matches
498,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Crystal Palace,19,1997,7,7,627,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.00,0.07,0.07,0.00,0.07,Matches
499,Victor Wanyama\Victor-Wanyama,ke KEN,MF,Tottenham,26,1991,18,8,846,1,0,0,0,2,0,0.11,0.00,0.11,0.11,0.11,0.4,0.4,0.1,0.05,0.01,0.06,0.05,0.06,Matches
500,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,27,1989,19,19,1613,0,1,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,1.1,0.02,0.06,0.08,0.02,0.08,Matches
501,Stephen Ward\Stephen-Ward,ie IRL,DF,Burnley,31,1985,28,28,2460,1,1,0,0,1,0,0.04,0.04,0.07,0.04,0.07,0.3,0.3,1.9,0.01,0.07,0.08,0.01,0.08,Matches
502,James Ward-Prowse\James-Ward-Prowse,eng ENG,FWMF,Southampton,22,1994,30,20,1716,3,3,0,0,3,0,0.16,0.16,0.31,0.16,0.31,1.8,1.8,2.8,0.09,0.15,0.24,0.09,0.24,Matches
503,Ben Watson\Ben-Watson,eng ENG,MF,Watford,32,1985,8,6,456,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.03,0.03,0.00,0.03,Matches
504,Danny Welbeck\Danny-Welbeck,eng ENG,FWMF,Arsenal,26,1990,28,12,1194,5,2,0,0,1,0,0.38,0.15,0.53,0.38,0.53,4.6,4.6,1.1,0.35,0.09,0.44,0.35,0.44,Matches
505,Nahki Wells\Nahki-Wells,bm BER,FW,Burnley,27,1990,9,0,55,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.86,0.00,0.86,0.86,0.86,Matches
506,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,27,1990,19,12,1111,0,1,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.7,0.7,0.7,0.06,0.05,0.11,0.06,0.11,Matches
507,Dean Whitehead\Dean-Whitehead,eng ENG,MF,Huddersfield,35,1982,4,0,71,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
508,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,26,1990,33,27,2387,1,2,0,0,1,0,0.04,0.08,0.11,0.04,0.11,2.4,2.4,1.4,0.09,0.05,0.14,0.09,0.14,Matches
509,Ashley Williams\Ashley-Williams,wal WAL,DF,Everton,32,1984,24,20,1834,1,0,0,0,3,1,0.05,0.00,0.05,0.05,0.05,0.8,0.8,0.1,0.04,0.00,0.04,0.04,0.04,Matches
510,Danny Williams\Danny-Williams,us USA,MF,Huddersfield,28,1989,20,11,1124,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.03,0.04,0.07,0.03,0.07,Matches
511,Willian\Willian,br BRA,FWMF,Chelsea,28,1988,36,20,1890,6,7,1,1,1,0,0.29,0.33,0.62,0.24,0.57,4.8,4.0,5.1,0.23,0.24,0.47,0.19,0.44,Matches
512,Joe Willock\Joe-Willock,eng ENG,MF,Arsenal,17,1999,2,1,82,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.27,0.00,0.27,0.27,0.27,Matches
513,Jack Wilshere\Jack-Wilshere,eng ENG,MF,Arsenal,25,1992,20,12,1193,1,3,0,0,6,0,0.08,0.23,0.30,0.08,0.30,1.0,1.0,2.2,0.08,0.17,0.24,0.08,0.24,Matches
514,Callum Wilson\Callum-Wilson,eng ENG,FW,Bournemouth,25,1992,28,23,1981,8,2,0,0,0,0,0.36,0.09,0.45,0.36,0.45,8.1,8.1,1.6,0.37,0.07,0.44,0.37,0.44,Matches
515,Kevin Wimmer\Kevin-Wimmer,at AUT,DF,Stoke City,24,1992,17,14,1323,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.01,0.01,0.01,0.01,Matches
516,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,21,1996,16,9,774,0,1,0,0,0,0,0.00,0.12,0.12,0.00,0.12,0.1,0.1,0.6,0.01,0.07,0.08,0.01,0.08,Matches
517,Chris Wood\Chris-Wood,nz NZL,FW,Burnley,25,1991,24,20,1624,10,1,0,0,1,0,0.55,0.06,0.61,0.55,0.61,7.1,7.1,0.9,0.39,0.05,0.44,0.39,0.44,Matches
518,Ben Woodburn\Ben-Woodburn,wal WAL,MF,Liverpool,17,1999,1,0,7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
519,Granit Xhaka\Granit-Xhaka,ch SUI,MF,Arsenal,24,1992,38,37,3260,1,7,0,0,10,0,0.03,0.19,0.22,0.03,0.22,2.0,2.0,3.2,0.06,0.09,0.14,0.06,0.14,Matches
520,Claudio Yacob\Claudio-Yacob,ar ARG,MF,West Brom,30,1987,16,9,903,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.03,0.00,0.04,0.03,0.04,Matches
521,DeAndre Yedlin\DeAndre-Yedlin,us USA,DF,Newcastle Utd,24,1993,34,31,2845,0,2,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,1.9,0.01,0.06,0.07,0.01,0.07,Matches
522,Maya Yoshida\Maya-Yoshida,jp JPN,DF,Southampton,28,1988,24,23,2051,2,0,0,0,3,2,0.09,0.00,0.09,0.09,0.09,2.4,2.4,0.4,0.11,0.02,0.12,0.11,0.12,Matches
523,Ashley Young\Ashley-Young,eng ENG,DF,Manchester Utd,32,1985,30,28,2442,2,4,0,0,7,0,0.07,0.15,0.22,0.07,0.22,0.7,0.7,3.0,0.03,0.11,0.14,0.03,0.14,Matches
524,Pablo Zabaleta\Pablo-Zabaleta,ar ARG,DFMF,West Ham,32,1985,37,37,3289,0,1,0,0,9,0,0.00,0.03,0.03,0.00,0.03,0.5,0.5,1.1,0.01,0.03,0.04,0.01,0.04,Matches
525,Wilfried Zaha\Wilfried-Zaha,ci CIV,FW,Crystal Palace,24,1992,29,28,2549,10,3,1,1,5,0,0.35,0.11,0.46,0.32,0.42,9.5,8.8,5.1,0.34,0.18,0.51,0.31,0.49,Matches
526,Davide Zappacosta\Davide-Zappacosta,it ITA,DFMF,Chelsea,25,1992,22,12,1098,1,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16,1.5,1.5,1.6,0.12,0.13,0.25,0.12,0.25,Matches
527,Marvin Zeegelaar\Marvin-Zeegelaar,nl NED,DFMF,Watford,26,1990,12,12,994,0,1,0,0,4,1,0.00,0.09,0.09,0.00,0.09,0.0,0.0,0.7,0.00,0.06,0.06,0.00,0.06,Matches
528,Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,DF,Manchester City,20,1996,8,6,532,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.01,0.06,0.07,0.01,0.07,Matches
529,Kurt Zouma\Kurt-Zouma,fr FRA,DF,Stoke City,22,1994,34,32,2888,1,0,0,0,1,0,0.03,0.00,0.03,0.03,0.03,1.3,1.3,0.8,0.04,0.02,0.06,0.04,0.06,Matches
